fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
13226,2,5,GermanyBerlin,42033,87,0.961,0.4
13227,3,5,GermanyBerlin,42033,78,0.961,0.4
13228,8,7,GermanyFrankfurt,42033,78,0.961,0.4
13229,1,6,GermanyDresden,42033,76,0.961,0.4
13230,6,7,GermanyFrankfurt,42033,73,0.961,0.15
13231,1,5,GermanyBerlin,42033,71,0.961,0.15
13232,11,5,GermanyBerlin,42033,69,0.961,0.15
13233,9,3,Czech republicOstrava,42033,63,0.961,0.15
13234,1,5,GermanyBerlin,42033,57,0.961,0.15
13235,11,5,GermanyBerlin,42033,56,0.961,0.15
13236,10,6,GermanyDresden,42033,52,0.961,0.15
13237,9,7,GermanyFrankfurt,42033,49,0.961,0.15
13238,11,3,Czech republicOstrava,42033,49,0.961,0.15
13239,4,5,GermanyBerlin,42033,47,0.961,0.15
13240,3,7,GermanyFrankfurt,42033,44,0.961,0.15
13241,3,3,Czech republicBrno,42033,38,0.961,0.15
13242,1,5,GermanyBerlin,42033,35,0.961,0.15
13243,10,5,GermanyBerlin,42033,34,0.961,0.15
13244,2,1,Czech republicPrague,42033,30,0.961,0.15
13245,11,5,GermanyBerlin,42033,30,0.961,0.15
13246,7,7,GermanyFrankfurt,42033,27,0.961,0.15
13247,1,7,GermanyFrankfurt,42033,27,0.961,0.15
13248,2,5,GermanyBerlin,42033,26,0.961,0.15
13249,3,5,GermanyBerlin,42033,25,0.961,0.01
13250,1,1,Czech republicPrague,42033,23,0.961,0.01
13251,4,7,GermanyFrankfurt,42033,17,0.961,0.01
13252,9,7,GermanyFrankfurt,42033,16,0.961,0.01
13253,10,5,GermanyBerlin,42033,13,0.961,0.01
13254,5,2,DenmarkCopenhagen,42033,10,0.961,0
13255,11,2,DenmarkCopenhagen,42033,10,0.961,0
13256,2,7,GermanyFrankfurt,42034,150,0.961,0.55
13257,5,6,GermanyDresden,42034,149,0.961,0.55
13258,2,2,DenmarkCopenhagen,42034,147,0.961,0.55
13259,6,5,GermanyBerlin,42034,145,0.961,0.55
13260,6,4,GermanyFrankfurt,42034,141,0.961,0.55
13261,11,5,GermanyBerlin,42034,132,0.961,0.55
13262,7,1,Czech republicPrague,42034,131,0.961,0.55
13263,3,3,Czech republicBrno,42034,128,0.961,0.55
13264,1,7,GermanyFrankfurt,42034,126,0.961,0.55
13265,3,7,GermanyFrankfurt,42034,125,0.961,0.55
13266,1,4,GermanyFrankfurt,42034,124,0.961,0.55
13267,10,5,GermanyBerlin,42034,123,0.961,0.55
13268,4,7,GermanyFrankfurt,42034,122,0.961,0.55
13269,7,5,GermanyBerlin,42034,121,0.961,0.55
13270,5,7,GermanyFrankfurt,42034,115,0.961,0.55
13271,2,5,GermanyBerlin,42034,114,0.961,0.55
13272,6,1,Czech republicPrague,42034,113,0.961,0.55
13273,3,7,GermanyFrankfurt,42034,109,0.961,0.55
13274,11,3,Czech republicOstrava,42034,106,0.961,0.55
13275,5,7,GermanyFrankfurt,42034,103,0.961,0.55
13276,3,7,GermanyFrankfurt,42034,99,0.961,0.4
13277,5,7,GermanyFrankfurt,42034,98,0.961,0.4
13278,8,4,GermanyFrankfurt,42034,96,0.961,0.4
13279,10,6,GermanyDresden,42034,92,0.961,0.4
13280,6,5,GermanyBerlin,42034,88,0.961,0.4
13281,4,7,GermanyFrankfurt,42034,79,0.961,0.4
13282,8,6,GermanyDresden,42034,77,0.961,0.4
13283,8,3,Czech republicOstrava,42034,76,0.961,0.4
13284,2,5,GermanyBerlin,42034,72,0.961,0.15
13285,3,5,GermanyBerlin,42034,71,0.961,0.15
13286,8,1,Czech republicPrague,42034,71,0.961,0.15
13287,4,4,GermanyFrankfurt,42034,69,0.961,0.15
13288,2,1,Czech republicPrague,42034,63,0.961,0.15
13289,10,2,DenmarkCopenhagen,42034,50,0.961,0.15
13290,7,5,GermanyBerlin,42034,46,0.961,0.15
13291,4,5,GermanyBerlin,42034,45,0.961,0.15
13292,11,5,GermanyBerlin,42034,45,0.961,0.15
13293,5,1,Czech republicPrague,42034,41,0.961,0.15
13294,4,7,GermanyFrankfurt,42034,38,0.961,0.15
13295,7,5,GermanyBerlin,42034,37,0.961,0.15
13296,7,4,GermanyFrankfurt,42034,31,0.961,0.15
13297,8,4,GermanyFrankfurt,42034,30,0.961,0.15
13298,5,6,GermanyDresden,42034,29,0.961,0.15
13299,6,5,GermanyBerlin,42034,28,0.961,0.15
13300,11,4,GermanyFrankfurt,42034,27,0.961,0.15
13301,6,2,DenmarkCopenhagen,42034,26,0.961,0.15
13302,7,1,Czech republicPrague,42034,25,0.961,0.01
13303,5,5,GermanyBerlin,42034,19,0.961,0.01
13304,9,7,GermanyFrankfurt,42034,17,0.961,0.01
13305,2,3,Czech republicBrno,42034,16,0.961,0.01
13306,9,2,DenmarkCopenhagen,42034,8,0.961,0
13307,1,6,GermanyDresden,42037,150,0.958,0.55
13308,8,3,Czech republicOstrava,42037,149,0.958,0.55
13309,10,5,GermanyBerlin,42037,148,0.958,0.55
13310,8,7,GermanyFrankfurt,42037,143,0.958,0.55
13311,5,1,Czech republicPrague,42037,141,0.958,0.55
13312,1,7,GermanyFrankfurt,42037,139,0.958,0.55
13313,2,1,Czech republicPrague,42037,138,0.958,0.55
13314,9,7,GermanyFrankfurt,42037,132,0.958,0.55
13315,4,5,GermanyBerlin,42037,132,0.958,0.55
13316,9,3,Czech republicOstrava,42037,127,0.958,0.55
13317,7,6,GermanyDresden,42037,123,0.958,0.55
13318,8,7,GermanyFrankfurt,42037,118,0.958,0.55
13319,7,5,GermanyBerlin,42037,109,0.958,0.55
13320,2,5,GermanyBerlin,42037,104,0.958,0.55
13321,5,7,GermanyFrankfurt,42037,103,0.958,0.55
13322,2,2,DenmarkCopenhagen,42037,101,0.958,0.55
13323,8,5,GermanyBerlin,42037,98,0.958,0.4
13324,11,7,GermanyFrankfurt,42037,96,0.958,0.4
13325,10,7,GermanyFrankfurt,42037,95,0.958,0.4
13326,4,5,GermanyBerlin,42037,89,0.958,0.4
13327,10,4,GermanyFrankfurt,42037,86,0.958,0.4
13328,7,5,GermanyBerlin,42037,85,0.958,0.4
13329,10,2,DenmarkCopenhagen,42037,85,0.958,0.4
13330,4,5,GermanyBerlin,42037,82,0.958,0.4
13331,3,7,GermanyFrankfurt,42037,81,0.958,0.4
13332,2,7,GermanyFrankfurt,42037,80,0.958,0.4
13333,11,7,GermanyFrankfurt,42037,79,0.958,0.4
13334,2,5,GermanyBerlin,42037,74,0.958,0.15
13335,7,4,GermanyFrankfurt,42037,61,0.958,0.15
13336,11,3,Czech republicOstrava,42037,56,0.958,0.15
13337,11,1,Czech republicPrague,42037,53,0.958,0.15
13338,6,5,GermanyBerlin,42037,49,0.958,0.15
13339,1,2,DenmarkCopenhagen,42037,45,0.958,0.15
13340,2,6,GermanyDresden,42037,41,0.958,0.15
13341,7,6,GermanyDresden,42037,40,0.958,0.15
13342,11,4,GermanyFrankfurt,42037,38,0.958,0.15
13343,8,7,GermanyFrankfurt,42037,34,0.958,0.15
13344,7,5,GermanyBerlin,42037,32,0.958,0.15
13345,8,6,GermanyDresden,42037,30,0.958,0.15
13346,4,5,GermanyBerlin,42037,28,0.958,0.15
13347,11,5,GermanyBerlin,42037,25,0.958,0.01
13348,9,3,Czech republicOstrava,42037,17,0.958,0.01
13349,11,5,GermanyBerlin,42037,12,0.958,0.01
13350,2,6,GermanyDresden,42037,11,0.958,0.01
13351,9,7,GermanyFrankfurt,42037,7,0.958,0
13352,7,5,GermanyBerlin,42037,4,0.958,0
13353,5,5,GermanyBerlin,42037,3,0.958,0
13354,1,3,Czech republicBrno,42038,147,0.969,0.55
13355,4,7,GermanyFrankfurt,42038,139,0.969,0.55
13356,2,6,GermanyDresden,42038,136,0.969,0.55
13357,3,5,GermanyBerlin,42038,128,0.969,0.55
13358,1,6,GermanyDresden,42038,127,0.969,0.55
13359,4,5,GermanyBerlin,42038,115,0.969,0.55
13360,1,2,DenmarkCopenhagen,42038,108,0.969,0.55
13361,5,1,Czech republicPrague,42038,106,0.969,0.55
13362,4,7,GermanyFrankfurt,42038,103,0.969,0.55
13363,8,3,Czech republicOstrava,42038,97,0.969,0.4
13364,6,2,DenmarkCopenhagen,42038,95,0.969,0.4
13365,6,2,DenmarkCopenhagen,42038,91,0.969,0.4
13366,4,7,GermanyFrankfurt,42038,91,0.969,0.4
13367,11,6,GermanyDresden,42038,88,0.969,0.4
13368,7,5,GermanyBerlin,42038,88,0.969,0.4
13369,10,5,GermanyBerlin,42038,87,0.969,0.4
13370,8,2,DenmarkCopenhagen,42038,86,0.969,0.4
13371,11,2,DenmarkCopenhagen,42038,82,0.969,0.4
13372,6,5,GermanyBerlin,42038,78,0.969,0.4
13373,10,4,GermanyFrankfurt,42038,74,0.969,0.15
13374,3,5,GermanyBerlin,42038,71,0.969,0.15
13375,10,7,GermanyFrankfurt,42038,67,0.969,0.15
13376,8,5,GermanyBerlin,42038,63,0.969,0.15
13377,1,5,GermanyBerlin,42038,61,0.969,0.15
13378,3,5,GermanyBerlin,42038,57,0.969,0.15
13379,7,6,GermanyDresden,42038,55,0.969,0.15
13380,3,6,GermanyDresden,42038,49,0.969,0.15
13381,2,3,Czech republicBrno,42038,47,0.969,0.15
13382,7,7,GermanyFrankfurt,42038,42,0.969,0.15
13383,9,5,GermanyBerlin,42038,31,0.969,0.15
13384,6,3,Czech republicBrno,42038,31,0.969,0.15
13385,3,5,GermanyBerlin,42038,31,0.969,0.15
13386,11,5,GermanyBerlin,42038,28,0.969,0.15
13387,1,2,DenmarkCopenhagen,42038,22,0.969,0.01
13388,11,5,GermanyBerlin,42038,14,0.969,0.01
13389,6,6,GermanyDresden,42038,11,0.969,0.01
13390,3,1,Czech republicPrague,42038,4,0.969,0
13391,10,5,GermanyBerlin,42039,149,0.95,0.55
13392,9,7,GermanyFrankfurt,42039,149,0.95,0.55
13393,3,7,GermanyFrankfurt,42039,147,0.95,0.55
13394,6,7,GermanyFrankfurt,42039,146,0.95,0.55
13395,2,5,GermanyBerlin,42039,143,0.95,0.55
13396,8,5,GermanyBerlin,42039,142,0.95,0.55
13397,8,5,GermanyBerlin,42039,139,0.95,0.55
13398,3,6,GermanyDresden,42039,137,0.95,0.55
13399,8,5,GermanyBerlin,42039,133,0.95,0.55
13400,7,5,GermanyBerlin,42039,128,0.95,0.55
13401,5,5,GermanyBerlin,42039,127,0.95,0.55
13402,10,5,GermanyBerlin,42039,119,0.95,0.55
13403,5,1,Czech republicPrague,42039,118,0.95,0.55
13404,6,4,GermanyFrankfurt,42039,106,0.95,0.55
13405,2,4,GermanyFrankfurt,42039,105,0.95,0.55
13406,2,1,Czech republicPrague,42039,101,0.95,0.55
13407,1,7,GermanyFrankfurt,42039,100,0.95,0.55
13408,7,5,GermanyBerlin,42039,91,0.95,0.4
13409,1,7,GermanyFrankfurt,42039,88,0.95,0.4
13410,8,5,GermanyBerlin,42039,87,0.95,0.4
13411,5,5,GermanyBerlin,42039,84,0.95,0.4
13412,3,7,GermanyFrankfurt,42039,83,0.95,0.4
13413,7,7,GermanyFrankfurt,42039,81,0.95,0.4
13414,7,7,GermanyFrankfurt,42039,78,0.95,0.4
13415,6,3,Czech republicBrno,42039,77,0.95,0.4
13416,6,4,GermanyFrankfurt,42039,75,0.95,0.15
13417,4,4,GermanyFrankfurt,42039,72,0.95,0.15
13418,4,2,DenmarkCopenhagen,42039,69,0.95,0.15
13419,8,5,GermanyBerlin,42039,58,0.95,0.15
13420,7,6,GermanyDresden,42039,57,0.95,0.15
13421,2,6,GermanyDresden,42039,56,0.95,0.15
13422,4,5,GermanyBerlin,42039,45,0.95,0.15
13423,8,3,Czech republicOstrava,42039,42,0.95,0.15
13424,8,5,GermanyBerlin,42039,41,0.95,0.15
13425,6,5,GermanyBerlin,42039,41,0.95,0.15
13426,1,5,GermanyBerlin,42039,40,0.95,0.15
13427,2,4,GermanyFrankfurt,42039,33,0.95,0.15
13428,8,4,GermanyFrankfurt,42039,28,0.95,0.15
13429,10,7,GermanyFrankfurt,42039,20,0.95,0.01
13430,6,4,GermanyFrankfurt,42039,20,0.95,0.01
13431,10,5,GermanyBerlin,42039,18,0.95,0.01
13432,8,1,Czech republicPrague,42039,16,0.95,0.01
13433,4,2,DenmarkCopenhagen,42039,14,0.95,0.01
13434,10,7,GermanyFrankfurt,42039,11,0.95,0.01
13435,5,5,GermanyBerlin,42039,9,0.95,0
13436,6,7,GermanyFrankfurt,42039,8,0.95,0
13437,5,5,GermanyBerlin,42039,8,0.95,0
13438,10,1,Czech republicPrague,42039,5,0.95,0
13439,11,5,GermanyBerlin,42039,4,0.95,0
13440,3,6,GermanyDresden,42040,150,0.969,0.55
13441,11,7,GermanyFrankfurt,42040,146,0.969,0.55
13442,5,5,GermanyBerlin,42040,130,0.969,0.55
13443,9,7,GermanyFrankfurt,42040,130,0.969,0.55
13444,8,7,GermanyFrankfurt,42040,129,0.969,0.55
13445,9,1,Czech republicPrague,42040,127,0.969,0.55
13446,10,5,GermanyBerlin,42040,124,0.969,0.55
13447,10,5,GermanyBerlin,42040,123,0.969,0.55
13448,7,5,GermanyBerlin,42040,116,0.969,0.55
13449,9,2,DenmarkCopenhagen,42040,108,0.969,0.55
13450,6,1,Czech republicPrague,42040,103,0.969,0.55
13451,1,3,Czech republicBrno,42040,102,0.969,0.55
13452,6,2,DenmarkCopenhagen,42040,102,0.969,0.55
13453,7,5,GermanyBerlin,42040,101,0.969,0.55
13454,11,7,GermanyFrankfurt,42040,93,0.969,0.4
13455,4,5,GermanyBerlin,42040,84,0.969,0.4
13456,11,5,GermanyBerlin,42040,83,0.969,0.4
13457,1,5,GermanyBerlin,42040,83,0.969,0.4
13458,1,5,GermanyBerlin,42040,82,0.969,0.4
13459,10,3,Czech republicOstrava,42040,62,0.969,0.15
13460,3,5,GermanyBerlin,42040,59,0.969,0.15
13461,8,3,Czech republicOstrava,42040,57,0.969,0.15
13462,9,1,Czech republicPrague,42040,57,0.969,0.15
13463,6,5,GermanyBerlin,42040,54,0.969,0.15
13464,4,2,DenmarkCopenhagen,42040,47,0.969,0.15
13465,8,7,GermanyFrankfurt,42040,41,0.969,0.15
13466,5,4,GermanyFrankfurt,42040,39,0.969,0.15
13467,4,5,GermanyBerlin,42040,39,0.969,0.15
13468,4,1,Czech republicPrague,42040,34,0.969,0.15
13469,9,7,GermanyFrankfurt,42040,34,0.969,0.15
13470,8,7,GermanyFrankfurt,42040,32,0.969,0.15
13471,2,7,GermanyFrankfurt,42040,32,0.969,0.15
13472,3,1,Czech republicPrague,42040,31,0.969,0.15
13473,4,6,GermanyDresden,42040,31,0.969,0.15
13474,2,6,GermanyDresden,42040,26,0.969,0.15
13475,2,2,DenmarkCopenhagen,42040,23,0.969,0.01
13476,4,3,Czech republicBrno,42040,23,0.969,0.01
13477,2,1,Czech republicPrague,42040,20,0.969,0.01
13478,10,5,GermanyBerlin,42040,18,0.969,0.01
13479,2,4,GermanyFrankfurt,42040,17,0.969,0.01
13480,6,5,GermanyBerlin,42040,13,0.969,0.01
13481,11,7,GermanyFrankfurt,42040,12,0.969,0.01
13482,9,5,GermanyBerlin,42040,10,0.969,0
13483,2,5,GermanyBerlin,42041,149,0.966,0.55
13484,9,5,GermanyBerlin,42041,149,0.966,0.55
13485,5,5,GermanyBerlin,42041,148,0.966,0.55
13486,8,1,Czech republicPrague,42041,145,0.966,0.55
13487,10,4,GermanyFrankfurt,42041,140,0.966,0.55
13488,2,2,DenmarkCopenhagen,42041,138,0.966,0.55
13489,6,7,GermanyFrankfurt,42041,134,0.966,0.55
13490,10,5,GermanyBerlin,42041,129,0.966,0.55
13491,2,7,GermanyFrankfurt,42041,126,0.966,0.55
13492,3,7,GermanyFrankfurt,42041,125,0.966,0.55
13493,8,7,GermanyFrankfurt,42041,122,0.966,0.55
13494,2,7,GermanyFrankfurt,42041,119,0.966,0.55
13495,4,7,GermanyFrankfurt,42041,107,0.966,0.55
13496,1,1,Czech republicPrague,42041,107,0.966,0.55
13497,6,7,GermanyFrankfurt,42041,102,0.966,0.55
13498,2,7,GermanyFrankfurt,42041,99,0.966,0.4
13499,9,2,DenmarkCopenhagen,42041,94,0.966,0.4
13500,1,3,Czech republicBrno,42041,93,0.966,0.4
13501,5,4,GermanyFrankfurt,42041,92,0.966,0.4
13502,8,7,GermanyFrankfurt,42041,92,0.966,0.4
13503,3,7,GermanyFrankfurt,42041,91,0.966,0.4
13504,6,1,Czech republicPrague,42041,89,0.966,0.4
13505,7,5,GermanyBerlin,42041,89,0.966,0.4
13506,7,4,GermanyFrankfurt,42041,88,0.966,0.4
13507,3,6,GermanyDresden,42041,87,0.966,0.4
13508,5,3,Czech republicBrno,42041,86,0.966,0.4
13509,11,6,GermanyDresden,42041,86,0.966,0.4
13510,5,5,GermanyBerlin,42041,85,0.966,0.4
13511,3,2,DenmarkCopenhagen,42041,85,0.966,0.4
13512,9,2,DenmarkCopenhagen,42041,84,0.966,0.4
13513,2,5,GermanyBerlin,42041,78,0.966,0.4
13514,4,5,GermanyBerlin,42041,75,0.966,0.15
13515,6,5,GermanyBerlin,42041,75,0.966,0.15
13516,2,5,GermanyBerlin,42041,68,0.966,0.15
13517,3,2,DenmarkCopenhagen,42041,66,0.966,0.15
13518,9,1,Czech republicPrague,42041,64,0.966,0.15
13519,9,7,GermanyFrankfurt,42041,62,0.966,0.15
13520,6,6,GermanyDresden,42041,59,0.966,0.15
13521,8,7,GermanyFrankfurt,42041,52,0.966,0.15
13522,9,3,Czech republicOstrava,42041,52,0.966,0.15
13523,8,5,GermanyBerlin,42041,48,0.966,0.15
13524,1,2,DenmarkCopenhagen,42041,48,0.966,0.15
13525,1,3,Czech republicBrno,42041,47,0.966,0.15
13526,3,7,GermanyFrankfurt,42041,45,0.966,0.15
13527,5,4,GermanyFrankfurt,42041,42,0.966,0.15
13528,10,7,GermanyFrankfurt,42041,41,0.966,0.15
13529,9,5,GermanyBerlin,42041,36,0.966,0.15
13530,2,5,GermanyBerlin,42041,36,0.966,0.15
13531,3,5,GermanyBerlin,42041,34,0.966,0.15
13532,10,7,GermanyFrankfurt,42041,31,0.966,0.15
13533,4,5,GermanyBerlin,42041,30,0.966,0.15
13534,7,3,Czech republicOstrava,42041,27,0.966,0.15
13535,2,1,Czech republicPrague,42041,26,0.966,0.15
13536,5,5,GermanyBerlin,42041,22,0.966,0.01
13537,8,2,DenmarkCopenhagen,42041,22,0.966,0.01
13538,3,7,GermanyFrankfurt,42041,17,0.966,0.01
13539,8,7,GermanyFrankfurt,42041,15,0.966,0.01
13540,4,7,GermanyFrankfurt,42041,12,0.966,0.01
13541,5,7,GermanyFrankfurt,42041,11,0.966,0.01
13542,1,2,DenmarkCopenhagen,42041,10,0.966,0
13543,5,1,Czech republicPrague,42041,8,0.966,0
13544,9,6,GermanyDresden,42041,8,0.966,0
13545,10,1,Czech republicPrague,42041,6,0.966,0
13546,3,5,GermanyBerlin,42041,1,0.966,0
13547,8,4,GermanyFrankfurt,42042,148,0.959,0.55
13548,6,7,GermanyFrankfurt,42042,142,0.959,0.55
13549,5,7,GermanyFrankfurt,42042,141,0.959,0.55
13550,8,5,GermanyBerlin,42042,141,0.959,0.55
13551,2,6,GermanyDresden,42042,139,0.959,0.55
13552,7,1,Czech republicPrague,42042,133,0.959,0.55
13553,4,5,GermanyBerlin,42042,130,0.959,0.55
13554,2,5,GermanyBerlin,42042,127,0.959,0.55
13555,9,7,GermanyFrankfurt,42042,124,0.959,0.55
13556,1,4,GermanyFrankfurt,42042,124,0.959,0.55
13557,5,5,GermanyBerlin,42042,115,0.959,0.55
13558,9,5,GermanyBerlin,42042,107,0.959,0.55
13559,1,7,GermanyFrankfurt,42042,104,0.959,0.55
13560,10,4,GermanyFrankfurt,42042,101,0.959,0.55
13561,8,5,GermanyBerlin,42042,96,0.959,0.4
13562,5,4,GermanyFrankfurt,42042,93,0.959,0.4
13563,7,5,GermanyBerlin,42042,91,0.959,0.4
13564,10,4,GermanyFrankfurt,42042,91,0.959,0.4
13565,7,5,GermanyBerlin,42042,86,0.959,0.4
13566,10,7,GermanyFrankfurt,42042,82,0.959,0.4
13567,10,5,GermanyBerlin,42042,80,0.959,0.4
13568,2,5,GermanyBerlin,42042,76,0.959,0.4
13569,4,5,GermanyBerlin,42042,74,0.959,0.15
13570,11,7,GermanyFrankfurt,42042,70,0.959,0.15
13571,9,4,GermanyFrankfurt,42042,62,0.959,0.15
13572,8,4,GermanyFrankfurt,42042,62,0.959,0.15
13573,4,4,GermanyFrankfurt,42042,60,0.959,0.15
13574,3,2,DenmarkCopenhagen,42042,60,0.959,0.15
13575,5,5,GermanyBerlin,42042,52,0.959,0.15
13576,11,5,GermanyBerlin,42042,49,0.959,0.15
13577,5,3,Czech republicBrno,42042,42,0.959,0.15
13578,6,4,GermanyFrankfurt,42042,41,0.959,0.15
13579,6,7,GermanyFrankfurt,42042,39,0.959,0.15
13580,11,4,GermanyFrankfurt,42042,38,0.959,0.15
13581,2,5,GermanyBerlin,42042,34,0.959,0.15
13582,8,5,GermanyBerlin,42042,32,0.959,0.15
13583,5,7,GermanyFrankfurt,42042,28,0.959,0.15
13584,3,2,DenmarkCopenhagen,42042,27,0.959,0.15
13585,3,6,GermanyDresden,42042,26,0.959,0.15
13586,8,4,GermanyFrankfurt,42042,26,0.959,0.15
13587,6,5,GermanyBerlin,42042,22,0.959,0.01
13588,9,5,GermanyBerlin,42042,20,0.959,0.01
13589,5,3,Czech republicBrno,42042,19,0.959,0.01
13590,10,5,GermanyBerlin,42042,19,0.959,0.01
13591,6,2,DenmarkCopenhagen,42042,16,0.959,0.01
13592,8,5,GermanyBerlin,42042,15,0.959,0.01
13593,8,7,GermanyFrankfurt,42042,13,0.959,0.01
13594,2,4,GermanyFrankfurt,42042,13,0.959,0.01
13595,6,6,GermanyDresden,42042,8,0.959,0
13596,9,5,GermanyBerlin,42042,7,0.959,0
13597,3,5,GermanyBerlin,42042,5,0.959,0
13598,7,5,GermanyBerlin,42045,146,0.966,0.55
13599,8,4,GermanyFrankfurt,42045,146,0.966,0.55
13600,2,4,GermanyFrankfurt,42045,141,0.966,0.55
13601,5,7,GermanyFrankfurt,42045,132,0.966,0.55
13602,3,4,GermanyFrankfurt,42045,126,0.966,0.55
13603,6,7,GermanyFrankfurt,42045,125,0.966,0.55
13604,7,2,DenmarkCopenhagen,42045,125,0.966,0.55
13605,5,3,Czech republicBrno,42045,120,0.966,0.55
13606,9,3,Czech republicOstrava,42045,118,0.966,0.55
13607,2,1,Czech republicPrague,42045,118,0.966,0.55
13608,6,5,GermanyBerlin,42045,118,0.966,0.55
13609,1,7,GermanyFrankfurt,42045,117,0.966,0.55
13610,2,5,GermanyBerlin,42045,116,0.966,0.55
13611,9,6,GermanyDresden,42045,115,0.966,0.55
13612,11,5,GermanyBerlin,42045,114,0.966,0.55
13613,2,4,GermanyFrankfurt,42045,111,0.966,0.55
13614,2,6,GermanyDresden,42045,109,0.966,0.55
13615,5,7,GermanyFrankfurt,42045,103,0.966,0.55
13616,5,3,Czech republicBrno,42045,101,0.966,0.55
13617,7,2,DenmarkCopenhagen,42045,101,0.966,0.55
13618,7,5,GermanyBerlin,42045,95,0.966,0.4
13619,5,1,Czech republicPrague,42045,94,0.966,0.4
13620,7,2,DenmarkCopenhagen,42045,93,0.966,0.4
13621,7,3,Czech republicOstrava,42045,89,0.966,0.4
13622,6,4,GermanyFrankfurt,42045,82,0.966,0.4
13623,11,7,GermanyFrankfurt,42045,79,0.966,0.4
13624,7,1,Czech republicPrague,42045,77,0.966,0.4
13625,4,5,GermanyBerlin,42045,70,0.966,0.15
13626,1,5,GermanyBerlin,42045,68,0.966,0.15
13627,4,5,GermanyBerlin,42045,67,0.966,0.15
13628,6,1,Czech republicPrague,42045,65,0.966,0.15
13629,5,4,GermanyFrankfurt,42045,59,0.966,0.15
13630,1,5,GermanyBerlin,42045,57,0.966,0.15
13631,1,7,GermanyFrankfurt,42045,55,0.966,0.15
13632,7,5,GermanyBerlin,42045,51,0.966,0.15
13633,8,7,GermanyFrankfurt,42045,42,0.966,0.15
13634,6,6,GermanyDresden,42045,37,0.966,0.15
13635,2,7,GermanyFrankfurt,42045,36,0.966,0.15
13636,6,4,GermanyFrankfurt,42045,34,0.966,0.15
13637,2,5,GermanyBerlin,42045,31,0.966,0.15
13638,8,5,GermanyBerlin,42045,29,0.966,0.15
13639,7,5,GermanyBerlin,42045,25,0.966,0.01
13640,3,2,DenmarkCopenhagen,42045,24,0.966,0.01
13641,6,2,DenmarkCopenhagen,42045,24,0.966,0.01
13642,5,4,GermanyFrankfurt,42045,23,0.966,0.01
13643,8,5,GermanyBerlin,42045,21,0.966,0.01
13644,6,5,GermanyBerlin,42045,19,0.966,0.01
13645,3,7,GermanyFrankfurt,42045,17,0.966,0.01
13646,9,7,GermanyFrankfurt,42045,14,0.966,0.01
13647,11,6,GermanyDresden,42045,11,0.966,0.01
13648,3,5,GermanyBerlin,42046,149,0.965,0.55
13649,11,7,GermanyFrankfurt,42046,145,0.965,0.55
13650,2,3,Czech republicBrno,42046,142,0.965,0.55
13651,5,4,GermanyFrankfurt,42046,140,0.965,0.55
13652,8,5,GermanyBerlin,42046,127,0.965,0.55
13653,8,3,Czech republicOstrava,42046,125,0.965,0.55
13654,11,3,Czech republicOstrava,42046,122,0.965,0.55
13655,7,5,GermanyBerlin,42046,121,0.965,0.55
13656,2,1,Czech republicPrague,42046,118,0.965,0.55
13657,10,7,GermanyFrankfurt,42046,117,0.965,0.55
13658,10,6,GermanyDresden,42046,116,0.965,0.55
13659,4,7,GermanyFrankfurt,42046,115,0.965,0.55
13660,5,2,DenmarkCopenhagen,42046,115,0.965,0.55
13661,9,5,GermanyBerlin,42046,115,0.965,0.55
13662,5,7,GermanyFrankfurt,42046,114,0.965,0.55
13663,3,5,GermanyBerlin,42046,110,0.965,0.55
13664,6,7,GermanyFrankfurt,42046,108,0.965,0.55
13665,9,3,Czech republicOstrava,42046,108,0.965,0.55
13666,3,7,GermanyFrankfurt,42046,106,0.965,0.55
13667,10,5,GermanyBerlin,42046,102,0.965,0.55
13668,10,1,Czech republicPrague,42046,99,0.965,0.4
13669,3,5,GermanyBerlin,42046,98,0.965,0.4
13670,7,3,Czech republicOstrava,42046,92,0.965,0.4
13671,9,3,Czech republicOstrava,42046,92,0.965,0.4
13672,3,7,GermanyFrankfurt,42046,91,0.965,0.4
13673,3,1,Czech republicPrague,42046,86,0.965,0.4
13674,9,6,GermanyDresden,42046,85,0.965,0.4
13675,4,5,GermanyBerlin,42046,83,0.965,0.4
13676,1,1,Czech republicPrague,42046,81,0.965,0.4
13677,4,7,GermanyFrankfurt,42046,72,0.965,0.15
13678,8,2,DenmarkCopenhagen,42046,72,0.965,0.15
13679,6,7,GermanyFrankfurt,42046,69,0.965,0.15
13680,3,7,GermanyFrankfurt,42046,69,0.965,0.15
13681,2,5,GermanyBerlin,42046,67,0.965,0.15
13682,1,2,DenmarkCopenhagen,42046,64,0.965,0.15
13683,6,7,GermanyFrankfurt,42046,64,0.965,0.15
13684,11,7,GermanyFrankfurt,42046,60,0.965,0.15
13685,5,1,Czech republicPrague,42046,58,0.965,0.15
13686,2,5,GermanyBerlin,42046,57,0.965,0.15
13687,10,1,Czech republicPrague,42046,56,0.965,0.15
13688,9,5,GermanyBerlin,42046,54,0.965,0.15
13689,10,5,GermanyBerlin,42046,51,0.965,0.15
13690,7,5,GermanyBerlin,42046,49,0.965,0.15
13691,5,7,GermanyFrankfurt,42046,41,0.965,0.15
13692,9,1,Czech republicPrague,42046,38,0.965,0.15
13693,10,5,GermanyBerlin,42046,36,0.965,0.15
